number,city,area,name,set,address,x,y,tel
3662,臺中市,霧峰區,臺中市立霧峰幼兒園甲寅分班,公立,臺中市霧峰區民生路125巷8號,120.701077,24.068024,(04)23309470
3663,臺中市,霧峰區,臺中市立霧峰幼兒園吉峰分班,公立,臺中市霧峰區峰堤路67號,120.712521,24.079778,(04)23331823
3664,臺中市,霧峰區,臺中市立霧峰幼兒園四德分班,公立,臺中市霧峰區四德路533號,120.666802,24.06025,(04)23321044
3665,臺中市,霧峰區,臺中市立霧峰幼兒園本鄉分班,公立,臺中市霧峰區民生路95號2、3樓,120.700604,24.06641,(04)23396117
3666,臺中市,霧峰區,臺中市立霧峰幼兒園坑口分班,公立,臺中市霧峰區新生路250號,120.702378,24.042345,(04)23332948
3667,臺中市,霧峰區,臺中市立霧峰幼兒園南柳分班,公立,臺中市霧峰區柳豐二街12號,120.687742,24.043624,(04)23336818
3668,臺中市,霧峰區,臺中市立霧峰幼兒園六股分班,公立,臺中市霧峰區峰谷路69巷9號,120.694154,24.041623,(04)23306394
3669,臺中市,霧峰區,臺中市立霧峰幼兒園舊正分班,公立,臺中市霧峰區光明路116巷20號1~3樓,120.689604,24.025779,(04)23300094
3670,臺中市,霧峰區,臺中市霧峰區霧峰國民小學附設幼兒園,公立,臺中市霧峰區中正路736號,120.699389,24.057573,(04)23393069#780
3671,臺中市,霧峰區,臺中市霧峰區光正國民小學附設幼兒園,公立,臺中市霧峰區豐正路566號,120.669589,24.03557,(04)23398687#202
3672,臺中市,霧峰區,臺中市霧峰區吉峰國民小學附設幼兒園,公立,臺中市霧峰區民生路349號,120.719165,24.079751,(04)23300883
3673,臺中市,霧峰區,臺中市霧峰區萬豐國民小學附設幼兒園,公立,臺中市霧峰區中正路224號,120.697458,24.027293,(04)23393417#800
3674,臺中市,霧峰區,臺中市私立育群幼兒園,私立,臺中市霧峰區草湖路158號,120.695898,24.072168,(04)23397011
3675,臺中市,霧峰區,臺中市私立竹恩幼兒園,私立,臺中市霧峰區曾厝街38號,120.69743,24.067005,(04)23323906
3676,臺中市,霧峰區,臺中市私立美斯特幼兒園,私立,臺中市霧峰區林森路750號,120.696046,24.064968,(04)23391291
3677,臺中市,霧峰區,臺中市私立康爾藝術幼兒園,私立,臺中市霧峰區民生路116號,120.701954,24.067782,(04)23397104
3678,臺中市,霧峰區,臺中市私立愛因斯坦幼兒園,私立,臺中市霧峰區育仁街60號,120.696383,24.063763,(04)23306389
3679,臺中市,霧峰區,私立朝陽科技大學附設臺中市幼兒園,私立,臺中市霧峰區吉峰東路168號,120.715997,24.069147,(04)23323000#7402
3680,臺中市,霧峰區,臺中市私立新佳育幼兒園,私立,臺中市霧峰區四德路315號,120.686152,24.065498,(04)23333218
3681,臺中市,霧峰區,臺中市私立愛迪克幼兒園,私立,臺中市霧峰區四德路482號,120.673176,24.063268,(04)23321089
3682,臺中市,霧峰區,臺中市私立霧峰新弘明幼兒園,私立,臺中市霧峰區大同路95號1~3樓,120.700934,24.06144,(04)23395275
3683,臺中市,烏日區,臺中市烏日區東園國民小學附設幼兒園,公立,臺中市烏日區溪南路一段238巷198號,120.639515,24.084346,(04)23353092
3684,臺中市,烏日區,臺中市烏日區烏日國民小學附設幼兒園,公立,臺中市烏日區中山路二段196號,120.623799,24.106618,(04)23381242#771
3685,臺中市,烏日區,臺中市烏日區九德國民小學附設幼兒園,公立,臺中市烏日區長春街300號,120.638167,24.109953,(04)23366540#871
3686,臺中市,烏日區,臺中市烏日區僑仁國民小學附設幼兒園,公立,臺中市烏日區中山路一段341號,120.640495,24.107893,(04)23381241#771
3687,臺中市,烏日區,臺中市立烏日幼兒園,公立,臺中市烏日區興祥街119號,120.637461,24.109085,(04)23371589
3688,臺中市,烏日區,臺中市立烏日幼兒園榮泉分班,公立,臺中市烏日區榮泉路39巷78號,120.592581,24.109466,(04)23388703
3689,臺中市,烏日區,臺中市立烏日幼兒園光明分班,公立,臺中市烏日區五光路復光四巷89號,120.641611,24.098265,(04)23384693
3690,臺中市,烏日區,臺中市立烏日幼兒園溪埧分班,公立,臺中市烏日區溪南路一段680巷110號,120.641305,24.07701,(04)23352558
3691,臺中市,烏日區,臺中市立烏日幼兒園東園分班,公立,臺中市烏日區溪南路一段238巷195號,120.639076,24.08368,(04)23353619
3692,臺中市,烏日區,臺中市烏日區五光國民小學附設幼兒園,公立,臺中市烏日區光明路40號,120.647,24.094315,(04)23362276#31
3693,臺中市,烏日區,臺中市烏日區旭光國民小學附設幼兒園,公立,臺中市烏日區健行路501號,120.594312,24.11051,(04)23381847#750
3694,臺中市,烏日區,臺中市烏日區喀哩國民小學附設幼兒園,公立,臺中市烏日區溪南路二段370號,120.642822,24.062339,(04)23351016#770
3695,臺中市,烏日區,臺中市私立三育幼兒園,私立,臺中市烏日區長春街279號,120.638054,24.108958,(04)23360031
3696,臺中市,烏日區,臺中市私立童話幼兒園,私立,臺中市烏日區興祥街39號,120.638215,24.105938,(04)23368897
3697,臺中市,烏日區,臺中市私立諾貝爾幼兒園,私立,臺中市烏日區興祥街55巷21號,120.637827,24.106255,(04)23378372
3698,臺中市,烏日區,臺中市私立和新儷園幼兒園,私立,臺中市烏日區溪南路一段460巷80號,120.642768,24.080971,(04)23353073
3699,臺中市,烏日區,臺中市私立快樂童年幼兒園,私立,臺中市烏日區中山路一段和平巷143號,120.645545,24.109302,(04)23383615
3700,臺中市,烏日區,臺中市私立祥愛幼兒園,私立,臺中市烏日區溪南路二段292號,120.64182,24.063849,(04)23356319
3701,臺中市,烏日區,正和書院附設臺中市私立光明幼兒園,私立,臺中市烏日區三榮路二段420號,120.595589,24.108996,(04)23362936
3702,臺中市,烏日區,臺中市私立愛森倫幼兒園,私立,臺中市烏日區長春街999號,120.626964,24.107885,(04)23370077
3703,臺中市,烏日區,臺中市私立文揚幼兒園,私立,臺中市烏日區溪南路一段263巷56號,120.644822,24.082145,(04)23355136
3704,臺中市,烏日區,臺中市私立亞士可幼兒園,私立,臺中市烏日區中華路95巷10弄10號,120.641071,24.111767,(04)23368272
3705,臺中市,烏日區,臺中市私立宏典幼兒園,私立,臺中市烏日區公園三街100號,120.626562,24.103252,(04)23370480
3706,臺中市,烏日區,臺中市私立摩根幼兒園,私立,臺中市烏日區健行路386號1~3樓,120.596355,24.110779,(04)23385699
3707,臺中市,烏日區,臺中市溪南非營利幼兒園(委託社團法人彰化縣全方位教育協會辦理),非營利,臺中市烏日區溪南路一段731號,120.644158,24.071542,(04)23350336
3708,臺中市,豐原區,臺中市豐原區瑞穗國民小學附設幼兒園,公立,臺中市豐原區西安街72號,120.710787,24.248995,(04)2526-2065
3709,臺中市,豐原區,臺中市豐原區富春國民小學附設幼兒園,公立,臺中市豐原區中山路455號,120.713775,24.252146,(04)25222542#761
3710,臺中市,豐原區,臺中市豐原區合作國民小學附設幼兒園,公立,臺中市豐原區西勢路410號,120.704685,24.23975,(04)25323241#105
3711,臺中市,豐原區,臺中市豐原區南陽國民小學附設幼兒園,公立,臺中市豐原區南陽路440號,120.723173,24.248123,(04)25229826#10
3712,臺中市,豐原區,臺中市豐原區翁子國民小學附設幼兒園,公立,臺中市豐原區豐勢路二段290巷3號,120.742303,24.263418,(04)25289881
3713,臺中市,豐原區,臺中市豐原區豐田國民小學附設幼兒園,公立,臺中市豐原區田心路二段290號,120.72196,24.23691,(04)25262891#780
3714,臺中市,豐原區,臺中市豐原區豐村國民小學附設幼兒園,公立,臺中市豐原區水源路341號,120.737368,24.255928,(04)25251612
3715,臺中市,豐原區,臺中市豐原區豐原國民小學附設幼兒園,公立,臺中市豐原區新生北路155號,120.721243,24.254118,(04)25287359
3716,臺中市,豐原區,臺中市立豐原幼兒園,公立,臺中市豐原區豐年路151號,120.738028,24.265325,(04)25261637
3717,臺中市,豐原區,臺中市立豐原幼兒園朴子分班,公立,臺中市豐原區豐勢路二段535巷128號,120.747947,24.273951,(04)25245781
3718,臺中市,豐原區,臺中市立豐原幼兒園東湳分班,公立,臺中市豐原區三豐路二段272巷148弄22號,120.726159,24.269347,(04)25286284
3719,臺中市,豐原區,臺中市立豐原幼兒園西湳分班,公立,臺中市豐原區三豐路二段135巷129弄46號,120.716851,24.267886,(04)25243752
3720,臺中市,豐原區,臺中市立豐原幼兒園豐圳分班,公立,臺中市豐原區褔德路2之1號2樓,120.7082903,24.25360587,(04)25253361
3721,臺中市,豐原區,臺中市立豐原幼兒園社皮分班,公立,臺中市豐原區社皮路123巷5弄2號,120.700749,24.243731,(04)25255055
3722,臺中市,豐原區,臺中市立豐原幼兒園北陽分班,公立,臺中市豐原區南陽路158巷2號,120.729906,24.244485,(04)25244678
3723,臺中市,豐原區,臺中市立豐原幼兒園鎌村分班,公立,臺中市豐原區鎌村路465巷58號,120.726924,24.225393,(04)25369366
3724,臺中市,豐原區,臺中市立豐原幼兒園圳寮分班,公立,臺中市豐原區圓環北路一段125號,120.715677,24.256474,(04)25251636
3725,臺中市,豐原區,臺中市立豐原幼兒園中陽分班,公立,臺中市豐原區惠陽街116號,120.724534,24.25142,(04)25203021
3726,臺中市,豐原區,臺中市立豐原幼兒園南田分班,公立,臺中市豐原區水源路192巷80之1號,120.742067,24.259246,(04)25239890
3727,臺中市,豐原區,臺中市豐原區福陽國民小學附設幼兒園,公立,臺中市豐原區南陽路綠山巷83號,120.73605,24.242274,(04)25291101#111
3728,臺中市,豐原區,臺中市私立冠鈞藝術幼兒園,私立,臺中市豐原區豐原大道一段595街29號,120.703532,24.246834,(04)25356699
3729,臺中市,豐原區,臺中市私立日光城堡幼兒園,私立,臺中市豐原區自強南街66號,120.722742,24.246431,(04)25297256
3730,臺中市,豐原區,臺中市私立夏綠第幼兒園,私立,臺中市豐原區北陽路237號,120.735731,24.251287,(04)25200213
3731,臺中市,豐原區,臺中市私立艾貝兒幼兒園,私立,臺中市豐原區大明路112號,120.708955,24.241371,(04)25152220
3732,臺中市,豐原區,臺中市私立三光幼兒園,私立,臺中市豐原區安康路20巷10號,120.723738,24.244019,(04)25228950
3733,臺中市,豐原區,臺中市私立奇美幼兒園,私立,臺中市豐原區葫蘆墩二街218號1、2樓,120.715248,24.261821,(04)25150435
3734,臺中市,豐原區,臺中市私立豐原大千幼兒園,私立,臺中市豐原區豐南街92巷207弄13號1-3樓,120.714969,24.234646,(04)25381922
3735,臺中市,豐原區,臺中市私立豐原何嘉仁幼兒園,私立,臺中市豐原區陽明街156號1、2樓,120.723087,24.245533,(04)25152838
3736,臺中市,豐原區,臺中市私立三愛幼兒園,私立,臺中市豐原區瑞安街23號1、2、3樓,120.712648,24.248042,(04)25290387
3737,臺中市,豐原區,臺中市私立東之寶幼兒園,私立,臺中市豐原區豐勢路二段362號,120.743747,24.264191,(04)25253705
3738,臺中市,豐原區,臺中市私立巧兒幼兒園,私立,臺中市豐原區田心路二段311號,120.722744,24.237503,(04)25131523
3739,臺中市,豐原區,臺中市私立立立幼兒園,私立,臺中市豐原區三和路64巷1之1號,120.707016,24.23806,(04)25322121
3740,臺中市,豐原區,臺中市私立亞特藍幼兒園,私立,臺中市豐原區豐西街101號1、2樓,120.711167,24.251135,(04)25278289
3741,臺中市,豐原區,臺中市私立馬爾斯幼兒園,私立,臺中市豐原區北陽一街37號,120.735403,24.251954,(04)25236479
3742,臺中市,豐原區,臺中市私立揚百翰幼兒園,私立,臺中市豐原區愛國街336號,120.728116,24.254266,(04)25153870
3743,臺中市,豐原區,臺中市私立美倫幼兒園,私立,臺中市豐原區自強南街65號,120.722967,24.246362,(04)25242999
3744,臺中市,豐原區,臺中市私立真愛幼兒園,私立,臺中市豐原區愛國街8號,120.725374,24.246796,(04)25293035
3745,臺中市,豐原區,臺中市私立愛笛兒幼兒園,私立,臺中市豐原區仁洲街161號,120.713251,24.261341,(04)25204801
3746,臺中市,豐原區,臺中市私立愛伯特幼兒園,私立,臺中市豐原區北陽一街38號,120.735663,24.252082,(04)25225902
3747,臺中市,豐原區,臺中市私立桃太郎幼兒園,私立,臺中市豐原區中正路543號3樓,120.709788,24.250298,(04)25283530
3748,臺中市,豐原區,臺中市私立幼寶幼兒園,私立,臺中市豐原區南陽路301巷20號,120.726101,24.244727,(04)25154682
3749,臺中市,豐原區,臺中市私立民宜幼兒園,私立,臺中市豐原區豐原大道二段189號,120.715011,24.237096,(04)25265500
3750,臺中市,豐原區,臺中市私立豐原蒲公英幼兒園,私立,臺中市豐原區圓環北路二段173號,120.724027,24.260373,(04)25250188
3751,臺中市,豐原區,臺中市私立亞恩蒂幼兒園,私立,臺中市豐原區永康路311號,120.722798,24.239929,(04)25158095
3752,臺中市,豐原區,臺中市私立豐原欣欣幼兒園,私立,臺中市豐原區中陽路461號,120.735258,24.248131,(04)25273515
3753,臺中市,豐原區,臺中市私立立盈幼兒園,私立,臺中市豐原區陽明街178號,120.72344,24.245085,(04)25263269
3754,臺中市,豐原區,臺中市私立丰原格林幼兒園,私立,臺中市豐原區育英路145號,120.71548,24.240724,(04)25209191
3755,臺中市,豐原區,臺中市私立兒童花園幼兒園,私立,臺中市豐原區豐原大道1段625街42號,120.703532,24.246834,(04)25323269
3756,臺中市,后里區,臺中市后里區月眉國民小學附設幼兒園,公立,臺中市后里區甲后路二段588號,120.690892,24.315315,(04)25561487#780
3757,臺中市,后里區,臺中市立后里幼兒園,公立,臺中市后里區三光路95號,120.711188,24.306732,(04)25579233#28
3758,臺中市,后里區,臺中市立后里幼兒園義里分班,公立,臺中市后里區甲后路57號,120.731538,24.309298,(04)25578753
3759,臺中市,后里區,臺中市立后里幼兒園公館分班,公立,臺中市后里區三豐路396-26號,120.723501,24.294,(04)25575762
3760,臺中市,后里區,臺中市立后里幼兒園太平聯合分班,公立,臺中市后里區四月路23之6號,120.680037,24.31125,(04)25563967
3761,臺中市,后里區,臺中市后里區泰安國民小學附設幼兒園,公立,臺中市后里區安眉路5號,120.750457,24.32525,(04)25562364#221
3762,臺中市,后里區,臺中市私立神奇寶貝幼兒園,私立,臺中市后里區文化路76巷11號1、2、3樓,120.712608,24.308555,(04)25586208
3763,臺中市,后里區,臺中市私立來來幼兒園,私立,臺中市后里區公安路一段58號,120.721012,24.303146,(04)25571617
3764,臺中市,后里區,臺中市私立艾迪生幼兒園,私立,臺中市后里區三光路56號1樓,120.711285,24.306304,(04)25580184
3765,臺中市,后里區,臺中市私立日月昇幼兒園,私立,臺中市后里區福德路174巷18號1、2、3樓,120.719164,24.303691,(04)25577911
3766,臺中市,后里區,臺中市私立采豆幼兒園,私立,臺中市后里區內東路96之8號1、2樓,120.737517,24.300509,(04)25589550
3767,臺中市,后里區,臺中市私立一德幼兒園,私立,臺中市后里區九甲六路672號,120.704459,24.316148,(04)25560337
3768,臺中市,后里區,臺中市私立彼得堡幼兒園,私立,臺中市后里區南村路427-1號1、2、3樓,120.713252,24.303308,(04)25587897
3769,臺中市,后里區,臺中市私立唐森幼兒園,私立,臺中市后里區福德路182號1、2、3、樓,120.718656,24.304157,(04)25565686
3770,臺中市,后里區,臺中市私立后里三采幼兒園,私立,臺中市后里區福美路5之8號1、2樓,120.737776,24.32563,(04)25590728
3771,臺中市,后里區,臺中市私立小幼優幼兒園,私立,臺中市后里區甲后路一段197巷26號,120.728115,24.30823,(04)25587919
3772,臺中市,后里區,臺中市私立挪威森林幼兒園,私立,臺中市后里區大圳路257號,120.709515,24.303473,(04)25586670
3773,臺中市,后里區,臺中市私立欣來來藝術幼兒園,私立,臺中市后里區公安路147-18號1樓,120.706535,24.306035,(04)25585552
3774,臺中市,后里區,臺中市私立宸光幼兒園,私立,臺中市后里區文化路54號,120.713175,24.307886,(04)25582066
3775,臺中市,石岡區,臺中市石岡區石岡國民小學附設幼兒園,公立,臺中市石岡區石岡街123號,120.773309,24.276057,(04)25724313#701
3776,臺中市,石岡區,臺中市石岡區土牛國民小學附設幼兒園,公立,臺中市石岡區豐勢路308號,120.807621,24.266085,(04)25814423
3777,臺中市,石岡區,臺中市立石岡幼兒園,公立,臺中市石岡區豐勢路梅子巷65之12號,120.799629,24.273309,(04)25824069
3778,臺中市,石岡區,臺中市私立幼欣幼兒園,私立,臺中市石岡區豐勢路梅子巷四○之一號,120.801497,24.269566,(04)25818306
3779,臺中市,東勢區,臺中市東勢區東勢國民小學附設幼兒園,公立,臺中市東勢區第五橫街1號,120.830344,24.258154,(04)25873442
3780,臺中市,東勢區,臺中市東勢區石城國民小學附設幼兒園,公立,臺中市東勢區石城街182巷26號,120.792418,24.285792,(04)25773038
3781,臺中市,東勢區,臺中市東勢區東新國民小學附設幼兒園,公立,臺中市東勢區東蘭路1-1號,120.827417,24.260252,(04)25881083#103
3782,臺中市,東勢區,臺中市立東勢幼兒園,公立,臺中市東勢區正一街二號,120.825374,24.257037,(04)25875115
3783,臺中市,東勢區,臺中市東勢區成功國民小學附設幼兒園,公立,臺中市東勢區東關路五段600號,120.839265,24.206938,(04)25852040#601
3784,臺中市,東勢區,臺中市東勢區石角國民小學附設幼兒園,公立,臺中市東勢區東坑路西盛巷22號,120.850494,24.237648,(04)25873011#205
3785,臺中市,東勢區,臺中市東勢區新盛國民小學附設幼兒園,公立,臺中市東勢區新盛街342號,120.83132,24.243382,(04)25876642
3786,臺中市,東勢區,臺中市東勢區中科國民小學附設幼兒園,公立,臺中市東勢區東崎路4段92巷16號,120.851296,24.257189,(04)25872534#106
3787,臺中市,東勢區,臺中市東勢區中山國民小學附設幼兒園,公立,臺中市東勢區泰昌里中泰街88號,120.83538,24.252911,(04)25872471
3788,臺中市,東勢區,臺中市東勢區新成國民小學附設幼兒園,公立,臺中市東勢區上城街260號,120.839015,24.221798,(04)25853447
3789,臺中市,東勢區,臺中市私立藍天幼兒園,私立,臺中市東勢區東關路七段100號,120.830543,24.248609,(04)25882196
3790,臺中市,東勢區,臺中市私立新家家幼兒園,私立,臺中市東勢區圓樓街197號,120.833274,24.250972,(04)25884900
3791,臺中市,東勢區,臺中市私立一心園幼兒園,私立,臺中市東勢區新寧街70號,120.824208,24.264772,(04)25880116
3792,臺中市,東勢區,臺中市私立米堤幼兒園,私立,臺中市東勢區東關路七段115號,120.830468,24.248189,(04)25870731
3793,臺中市,東勢區,臺中市私立江老師幼兒園,私立,臺中市東勢區文新街8號,120.829573,24.259339,(04)25877711
3794,臺中市,東勢區,臺中市私立東勢芝蔴街幼兒園,私立,臺中市東勢區三民街25號,120.830695,24.25213,(04)25873088
3795,臺中市,東勢區,臺中市私立吉麗幼兒園,私立,臺中市東勢區新豐街128號,120.826967,24.264626,(04)25873889
3796,臺中市,和平區,臺中市和平區博愛國民小學附設幼兒園,公立,臺中市和平區東關路一段松鶴三巷10號,120.979383,24.177052,(04)25943446#101
3797,臺中市,和平區,臺中市和平區白冷國民小學附設幼兒園,公立,臺中市和平區天輪巷42號,120.920236,24.32747,(04)25941184
3798,臺中市,和平區,臺中市立梨山國民中小學附設幼兒園,公立,臺中市和平區福壽路10號,121.259835,24.255711,(04)25981510#209
3799,臺中市,和平區,臺中市和平區立幼兒園,公立,臺中市和平區東關路一段松鶴三巷5號,120.979956,24.177638,(04)25942133
3800,臺中市,和平區,臺中市和平區立幼兒園雙崎分班,公立,臺中市和平區東崎路二段36號,120.90922,24.292052,(04)25911130
3801,臺中市,和平區,臺中市和平區立幼兒園環山分班,公立,臺中市和平區中興路三段環山三巷5-1號,121.294148,24.317834,(04)25802985
3802,臺中市,和平區,臺中市和平區立幼兒園達觀分班,公立,臺中市和平區東崎路一段36號,120.919771,24.328122,(04)25911101
3803,臺中市,新社區,臺中市新社區大南國民小學附設幼兒園,公立,臺中市新社區興中街47號,120.804453,24.226849,(04)25811574#83
3804,臺中市,新社區,臺中市新社區協成國民小學附設幼兒園,公立,臺中市新社區興義街219號,120.812524,24.193833,(04)25813437#207
3805,臺中市,新社區,臺中市新社區崑山國民小學附設幼兒園,公立,臺中市新社區崑南街崑崙巷5-2號,120.787633,24.241703,(04)25812496#270
3806,臺中市,新社區,臺中市立新社幼兒園,公立,臺中市新社區興社街二段27-2號,120.807624,24.233022,(04)25823393#208
3807,臺中市,新社區,臺中市新社區東興國民小學附設幼兒園,公立,臺中市新社區興社街國校巷13號,120.819768,24.206717,(04)25820367
3808,臺中市,新社區,臺中市私立愛苗幼兒園,私立,臺中市新社區中和街三段三九巷二三、三四號,120.805508,24.234461,(04)25818333
3809,臺中市,潭子區,臺中市潭子區新興國民小學附設幼兒園,公立,臺中市潭子區潭興路一段22號,120.726063,24.204025,(04)25363607
3810,臺中市,潭子區,臺中市潭子區潭子國民小學附設幼兒園,公立,臺中市潭子區中山路2段435號,120.704019,24.214518,(04)25317779
3811,臺中市,潭子區,臺中市潭子區僑忠國民小學附設幼兒園,公立,臺中市潭子區中山路二段31號,120.703914,24.20174,(04)25348265
3812,臺中市,潭子區,臺中市立潭子幼兒園,公立,臺中市潭子區精忠新城101號,120.710899,24.230544,(04)25318177#15
3813,臺中市,潭子區,臺中市立潭子幼兒園潭北分班,公立,臺中市潭子區潭子街三段公廳巷18號,120.707712,24.214621,(04)25370067
3814,臺中市,潭子區,臺中市立潭子幼兒園潭陽分班,公立,臺中市潭子區中山路二段237巷9號,120.703663,24.209799,(04)25348820
3815,臺中市,潭子區,臺中市潭子區東寶國民小學附設幼兒園,公立,臺中市潭子區雅潭路3段2號,120.684273,24.216801,(04)25324564#791
3816,臺中市,潭子區,臺中市私立小天才幼兒園,私立,臺中市潭子區復興路一段117號,120.706311,24.20512,(04)25369888
3817,臺中市,潭子區,臺中市私立大豐幼兒園,私立,臺中市潭子區潭富一街53號,120.69257,24.222294,(04)25319010
3818,臺中市,潭子區,臺中市私立源兒堡幼兒園,私立,臺中市潭子區得天街32號,120.701453,24.196076,(04)25351788
3819,臺中市,潭子區,臺中市私立潭子小叮噹幼兒園,私立,臺中市潭子區大富路1段48-1號,120.681044,24.207197,(04)25353520
3820,臺中市,潭子區,臺中市私立芸笙幼兒園,私立,臺中市潭子區勝利十二街43號1樓,120.7012812,24.21362532,(04)25351363
3821,臺中市,潭子區,臺中市私立文文幼兒園,私立,臺中市潭子區福潭路111號,120.709547,24.204149,(04)25391101
3822,臺中市,潭子區,臺中市私立孩子國幼兒園,私立,臺中市潭子區勝利路253號,120.700317,24.212691,(04)25346680
3823,臺中市,潭子區,臺中市私立立承幼兒園,私立,臺中市潭子區圓通南路94巷42號,120.708305,24.207929,(04)25371911
3824,臺中市,潭子區,臺中市私立欣幼幼兒園,私立,臺中市潭子區興華一路459號,120.702322,24.213929,(04)25322927
3825,臺中市,潭子區,臺中市私立陽光森林幼兒園,私立,臺中市潭子區復興路一段140巷28號,120.707579,24.205403,(04)25368357
3826,臺中市,潭子區,臺中市私立潭子一畝田幼兒園,私立,臺中市潭子區圓通南路20號,120.709418,24.206591,(04)25364552
3827,臺中市,潭子區,臺中市私立親日光幼兒園,私立,臺中市潭子區勝利八街58號,120.699675,24.211019,(04)25352711
3828,臺中市,潭子區,臺中市私立欣冠鈞幼兒園,私立,臺中市潭子區福潭路520號,120.710643,24.211351,(04)25363069
3829,臺中市,潭子區,臺中市私立孟昇幼兒園,私立,臺中市潭子區福潭路343號1~3樓及345號1~4樓,120.710116,24.20999,(04)25383685
3830,臺中市,潭子區,臺中市私立愛恩堡幼兒園,私立,臺中市潭子區勝利五街41號,120.7002061,24.20888012,(04)25342153
3831,臺中市,潭子區,臺中市私立東育幼兒園,私立,臺中市潭子區圓通南路86號,120.708284,24.206883,(04)25388296
3832,臺中市,潭子區,臺中市私立小貝貝興華幼兒園,私立,臺中市潭子區興華一路241巷37號,120.702894,24.208862,(04)25318811#9
3833,臺中市,潭子區,臺中市私立福祿貝爾幼兒園,私立,臺中市潭子區得天街91巷16號,120.700928,24.197441,(04)25346239
3834,臺中市,潭子區,臺中市私立福祿貝爾潭子幼兒園,私立,臺中市潭子區潭興路3段115號,120.701635,24.211521,(04)25333307
3835,臺中市,潭子區,臺中市潭子非營利幼兒園(委託社團法人彰化縣全方位教育協會辦理),非營利,臺中市潭子區潭興路二段419巷1號,120.708432,24.209797,(04)25366115
3836,臺中市,潭子區,臺中市潭陽非營利幼兒園(委託財團法人宏觀文教基金會辦理),非營利,臺中市潭子區潭陽路19號,120.711175,24.213159,(04)25360703
3837,臺中市,潭子區,中臺科技大學附設臺中市私立潭秀非營利幼兒園(臺中市政府教育局委託辦理),非營利,臺中市潭子區雅潭路一段175號,120.700582,24.216394,(04)25346011
3838,臺中市,大雅區,臺中市大雅區汝鎏國民小學附設幼兒園,公立,臺中市大雅區平和路238號,120.626413,24.231124,(04)25661454#205
3839,臺中市,大雅區,臺中市大雅區大明國民小學附設幼兒園,公立,臺中市大雅區中清路4段158號,120.643602,24.228162,(04)25651300#880
3840,臺中市,大雅區,臺中市大雅區文雅國民小學附設幼兒園,公立,臺中市大雅區中山北路235號,120.646015,24.220303,(04)25678823#712
3841,臺中市,大雅區,臺中市大雅區三和國民小學附設幼兒園,公立,臺中市大雅區春亭二街1號,120.66824,24.219681,(04)25674474
3842,臺中市,大雅區,臺中市立大雅幼兒園,公立,臺中市大雅區中清路四段485號,120.63737,24.233301,(04)25601917
3843,臺中市,大雅區,臺中市大雅區陽明國民小學附設幼兒園,公立,臺中市大雅區秀山路365號,120.631951,24.22133,(04)25661554#139
3844,臺中市,大雅區,臺中市私立大雅怡安幼兒園,私立,臺中市大雅區神林南路355號,120.657042,24.221699,(04)25678568
3845,臺中市,大雅區,臺中市私立頂尖圓通達幼兒園,私立,臺中市大雅區神林南路639號,120.651855,24.218775,(04)25665666
3846,臺中市,大雅區,臺中市私立育山幼兒園,私立,臺中市大雅區神林南路101巷1號1、2樓,120.656148,24.227768,(04)25602726
3847,臺中市,大雅區,臺中市私立育昇幼兒園,私立,臺中市大雅區神林南路101巷2號1、2、3樓,120.656148,24.227768,(04)25602726
3848,臺中市,大雅區,臺中市私立大統領幼兒園,私立,臺中市大雅區神林南路395號1、2樓,120.656532,24.220316,(04)25682266
3849,臺中市,大雅區,臺中市私立石竹村幼兒園,私立,臺中市大雅區民生路四段151號1、2樓,120.669737,24.237943,(04)25675893
3850,臺中市,大雅區,臺中市私立克麗斯玎幼兒園,私立,臺中市大雅區學府路250巷97弄1號1、2、3樓,120.652704,24.224195,(04)25651788
3851,臺中市,大雅區,臺中市私立大中科幼兒園,私立,臺中市大雅區神林南路669號1、2、3樓,120.650191,24.218897,(04)25606639
3852,臺中市,大雅區,臺中市私立雅文幼兒園,私立,臺中市大雅區中山路十九號,120.644334,24.204792,(04)25670456
3853,臺中市,大雅區,臺中市私立大雅曼哈頓幼兒園,私立,臺中市大雅區雅環路二段328巷38號,120.647958,24.229948,(04)25690656
3854,臺中市,大雅區,臺中市私立安欣幼兒園,私立,臺中市大雅區中清路三段1185號,120.645438,24.224254,(04)25665713
3855,臺中市,大雅區,臺中市私立光大幼兒園,私立,臺中市大雅區雅環路一段332巷1號,120.654041,24.223721,(04)25661246
3856,臺中市,大雅區,臺中市私立大森林幼兒園,私立,臺中市大雅區學府路250巷97弄2號,120.652977,24.224174,(04)25690229
3857,臺中市,大雅區,臺中市私立大雅格瑞特幼兒園,私立,臺中市大雅區神林南路673號,120.650088,24.218824,(04)25679977
3858,臺中市,大雅區,臺中市私立優勢光譜幼兒園,私立,臺中市大雅區雅環路二段49號,120.653302,24.225225,(04)25607878
3859,臺中市,大雅區,臺中市私立大大幼兒園,私立,臺中市大雅區田心街79號,120.659184,24.224983,(04)25669938
3860,臺中市,大雅區,臺中市私立怡安幼兒園,私立,臺中市大雅區神林南路367號,120.656823,24.221598,(04)25674466
3861,臺中市,大雅區,臺中市私立大雅安徒生幼兒園,私立,臺中市大雅區學府路113巷25號,120.650049,24.21797,(04)25685700
